"","GID_0","NAME_0","GID_1","NAME_1","NL_NAME_1","GID_2","NAME_2","VARNAME_2","NL_NAME_2","TYPE_2","ENGTYPE_2","CC_2","HASC_2"
"185447","JPN","Japan","JPN.21_1","Kumamoto","熊本県","JPN.21.2_1","Asagiri",NA,"あさぎり町","Machi","Town",NA,NA
"185428","JPN","Japan","JPN.21_1","Kumamoto","熊本県","JPN.21.3_1","Ashikita",NA,"芦北町","Machi","Town",NA,"JP.KM.AK"
"185265","JPN","Japan","JPN.21_1","Kumamoto","熊本県","JPN.21.4_1","Aso",NA,"阿蘇市","Shi","City",NA,"JP.KM.AS"
"185289","JPN","Japan","JPN.21_1","Kumamoto","熊本県","JPN.21.5_1","Gyokutō",NA,"玉東町","Machi","Town",NA,NA
"185381","JPN","Japan","JPN.21_1","Kumamoto","熊本県","JPN.21.6_1","Hikawa",NA,"氷川町","Machi","Town",NA,NA
"185455","JPN","Japan","JPN.21_1","Kumamoto","熊本県","JPN.21.7_1","Hitoyoshi",NA,"人吉市","Shi","City",NA,"JP.KM.HT"
"185410","JPN","Japan","JPN.21_1","Kumamoto","熊本県","JPN.21.8_1","Itsuki",NA,"五木村","Mura","Village",NA,NA
"185347","JPN","Japan","JPN.21_1","Kumamoto","熊本県","JPN.21.9_1","Jōnan",NA,"城南町","Machi","Town",NA,NA
"185380","JPN","Japan","JPN.21_1","Kumamoto","熊本県","JPN.21.10_1","Kami-Amakusa",NA,"上天草市","Shi","City",NA,NA
"185341","JPN","Japan","JPN.21_1","Kumamoto","熊本県","JPN.21.11_1","Kashima",NA,"嘉島町","Machi","Town",NA,NA
"185252","JPN","Japan","JPN.21_1","Kumamoto","熊本県","JPN.21.12_1","Kikuchi",NA,"菊池市","Shi","City",NA,"JP.KM.KG"
"185288","JPN","Japan","JPN.21_1","Kumamoto","熊本県","JPN.21.13_1","Kikuyō",NA,"菊陽町","Machi","Town",NA,NA
"185352","JPN","Japan","JPN.21_1","Kumamoto","熊本県","JPN.21.14_1","Kōsa",NA,"甲佐町","Machi","Town",NA,NA
"185297","JPN","Japan","JPN.21_1","Kumamoto","熊本県","JPN.21.15_1","Kōshi",NA,"合志市","Shi","City",NA,NA
"185437","JPN","Japan","JPN.21_1","Kumamoto","熊本県","JPN.21.16_1","Kuma",NA,"球磨村","Mura","Village",NA,"JP.KM.KA"
"185308","JPN","Japan","JPN.21_1","Kumamoto","熊本県","JPN.21.17_1","Kumamoto",NA,"熊本市","Shi","City",NA,"JP.KM.KU"
"185325","JPN","Japan","JPN.21_1","Kumamoto","熊本県","JPN.21.18_1","Mashiki",NA,"益城町","Machi","Town",NA,NA
"185334","JPN","Japan","JPN.21_1","Kumamoto","熊本県","JPN.21.19_1","Mifune",NA,"御船町","Machi","Town",NA,NA
"185473","JPN","Japan","JPN.21_1","Kumamoto","熊本県","JPN.21.20_1","Minamata",NA,"水俣市","Shi","City",NA,"JP.KM.MN"
"185303","JPN","Japan","JPN.21_1","Kumamoto","熊本県","JPN.21.21_1","Minamiaso",NA,"南阿蘇村","Mura","Village",NA,NA
"185248","JPN","Japan","JPN.21_1","Kumamoto","熊本県","JPN.21.22_1","Minamioguni",NA,"南小国町","Machi","Town",NA,NA
"185369","JPN","Japan","JPN.21_1","Kumamoto","熊本県","JPN.21.23_1","Misato",NA,"美里町","Machi","Town",NA,NA
"185422","JPN","Japan","JPN.21_1","Kumamoto","熊本県","JPN.21.24_1","Mizukami",NA,"水上村","Mura","Village",NA,NA
"185284","JPN","Japan","JPN.21_1","Kumamoto","熊本県","JPN.21.25_1","Nagasu",NA,"長洲町","Machi","Town",NA,NA
"185245","JPN","Japan","JPN.21_1","Kumamoto","熊本県","JPN.21.26_1","Nagomi",NA,"和水町","Machi","Town",NA,NA
"185253","JPN","Japan","JPN.21_1","Kumamoto","熊本県","JPN.21.27_1","Nankan",NA,"南関町","Machi","Town",NA,NA
"185318","JPN","Japan","JPN.21_1","Kumamoto","熊本県","JPN.21.28_1","Nishihara",NA,"西原村","Mura","Village",NA,NA
"185472","JPN","Japan","JPN.21_1","Kumamoto","熊本県","JPN.21.29_1","Nishiki",NA,"錦町","Machi","Town",NA,NA
"185219","JPN","Japan","JPN.21_1","Kumamoto","熊本県","JPN.21.30_1","Oguni",NA,"小国町","Machi","Town",NA,NA
"185309","JPN","Japan","JPN.21_1","Kumamoto","熊本県","JPN.21.31_1","Ōzu",NA,"大津町","Machi","Town",NA,NA
"185402","JPN","Japan","JPN.21_1","Kumamoto","熊本県","JPN.21.32_1","Reihoku",NA,"苓北町","Machi","Town",NA,NA
"185436","JPN","Japan","JPN.21_1","Kumamoto","熊本県","JPN.21.33_1","Sagara",NA,"相良村","Mura","Village",NA,NA
"185304","JPN","Japan","JPN.21_1","Kumamoto","熊本県","JPN.21.34_1","Takamori",NA,"高森町","Machi","Town",NA,NA
"185278","JPN","Japan","JPN.21_1","Kumamoto","熊本県","JPN.21.35_1","Tamana",NA,"玉名市","Shi","City",NA,"JP.KM.TG"
"185440","JPN","Japan","JPN.21_1","Kumamoto","熊本県","JPN.21.36_1","Taragi",NA,"多良木町","Machi","Town",NA,NA
"185348","JPN","Japan","JPN.21_1","Kumamoto","熊本県","JPN.21.37_1","Tomiai",NA,"富合町","Machi","Town",NA,NA
"185458","JPN","Japan","JPN.21_1","Kumamoto","熊本県","JPN.21.38_1","Tsunagi",NA,"津奈木町","Machi","Town",NA,NA
"185256","JPN","Japan","JPN.21_1","Kumamoto","熊本県","JPN.21.39_1","Ubuyama",NA,"産山村","Mura","Village",NA,NA
"185282","JPN","Japan","JPN.21_1","Kumamoto","熊本県","JPN.21.40_1","Ueki",NA,"植木町","Machi","Town",NA,NA
"185364","JPN","Japan","JPN.21_1","Kumamoto","熊本県","JPN.21.41_1","Uki",NA,"宇城市","Shi","City",NA,NA
"185274","JPN","Japan","JPN.21_1","Kumamoto","熊本県","JPN.21.42_1","Unknown6",NA,NA,"Machi","Town",NA,NA
"185353","JPN","Japan","JPN.21_1","Kumamoto","熊本県","JPN.21.43_1","Uto",NA,"宇土市","Shi","City",NA,"JP.KM.UG"
"185432","JPN","Japan","JPN.21_1","Kumamoto","熊本県","JPN.21.44_1","Yamae",NA,"山江村","Mura","Village",NA,NA
"185228","JPN","Japan","JPN.21_1","Kumamoto","熊本県","JPN.21.45_1","Yamaga",NA,"山鹿市","Shi","City",NA,"JP.KM.YM"
"185330","JPN","Japan","JPN.21_1","Kumamoto","熊本県","JPN.21.46_1","Yamato",NA,"山都町","Machi","Town",NA,NA
"185401","JPN","Japan","JPN.21_1","Kumamoto","熊本県","JPN.21.47_1","Yatsushiro",NA,"八代市","Shi","City",NA,"JP.KM.YG"
"185451","JPN","Japan","JPN.21_1","Kumamoto","熊本県","JPN.21.48_1","Yunomae",NA,"湯前町","Machi","Town",NA,NA
"184025","JPN","Japan","JPN.22_1","Kyoto","京都府","JPN.22.1_1","Ayabe",NA,"綾部市","Shi","City",NA,"JP.KY.AB"
"184013","JPN","Japan","JPN.22_1","Kyoto","京都府","JPN.22.2_1","Fukuchiyama",NA,"福知山市","Shi","City",NA,"JP.KY.FK"
"184462","JPN","Japan","JPN.22_1","Kyoto","京都府","JPN.22.3_1","Ide",NA,"井手町","Machi","Town",NA,NA
"183816","JPN","Japan","JPN.22_1","Kyoto","京都府","JPN.22.4_1","Ine",NA,"伊根","Machi","Town",NA,NA
"184441","JPN","Japan","JPN.22_1","Kyoto","京都府","JPN.22.5_1","Jōyō",NA,"城陽市","Shi","City",NA,NA
"184286","JPN","Japan","JPN.22_1","Kyoto","京都府","JPN.22.6_1","Kameoka",NA,"亀岡市","Shi","City",NA,"JP.KY.KM"
"184497","JPN","Japan","JPN.22_1","Kyoto","京都府","JPN.22.7_1","Kasagi",NA,"笠置町","Machi","Town",NA,NA
"184495","JPN","Japan","JPN.22_1","Kyoto","京都府","JPN.22.8_1","Kizugawa",NA,"木津川市","Shi","City",NA,NA
"184424","JPN","Japan","JPN.22_1","Kyoto","京都府","JPN.22.9_1","Kumiyama",NA,"久御山","Machi","Town",NA,NA
"184121","JPN","Japan","JPN.22_1","Kyoto","京都府","JPN.22.10_1","Kyōtamba",NA,"京丹波町","Machi","Town",NA,NA
"184453","JPN","Japan","JPN.22_1","Kyoto","京都府","JPN.22.11_1","Kyōtanabe",NA,"京田辺市","Shi","City",NA,NA
"183797","JPN","Japan","JPN.22_1","Kyoto","京都府","JPN.22.12_1","Kyōtango",NA,"京丹後市","Shi","City",NA,NA
"184111","JPN","Japan","JPN.22_1","Kyoto","京都府","JPN.22.13_1","Kyoto",NA,"京都市","Shi","City",NA,"JP.KY.KT"
"183924","JPN","Japan","JPN.22_1","Kyoto","京都府","JPN.22.14_1","Maizuru",NA,"舞鶴市","Shi","City",NA,"JP.KY.MZ"
"184470","JPN","Japan","JPN.22_1","Kyoto","京都府","JPN.22.15_1","Minamiyamashiro",NA,"南山城村","Mura","Village",NA,NA
"183872","JPN","Japan","JPN.22_1","Kyoto","京都府","JPN.22.16_1","Miyazu",NA,"宮津","Shi","City",NA,"JP.KY.MY"
"184368","JPN","Japan","JPN.22_1","Kyoto","京都府","JPN.22.17_1","Mukō",NA,"向日","Shi","City",NA,NA
"184395","JPN","Japan","JPN.22_1","Kyoto","京都府","JPN.22.18_1","Nagaokakyō",NA,"長岡京市","Shi","City",NA,NA
"184091","JPN","Japan","JPN.22_1","Kyoto","京都府","JPN.22.19_1","Nantan",NA,"南丹市","Shi","City",NA,NA
"184423","JPN","Japan","JPN.22_1","Kyoto","京都府","JPN.22.20_1","Ōyamazaki",NA,"大山崎町","Machi","Town",NA,NA
"184500","JPN","Japan","JPN.22_1","Kyoto","京都府","JPN.22.21_1","Seika",NA,"精華町","Machi","Town",NA,NA
"184428","JPN","Japan","JPN.22_1","Kyoto","京都府","JPN.22.22_1","Uji",NA,"宇治市","Shi","City",NA,"JP.KY.UJ"
"184376","JPN","Japan","JPN.22_1","Kyoto","京都府","JPN.22.23_1","Ujitawara",NA,"宇治田原町","Machi","Town",NA,NA
"184449","JPN","Japan","JPN.22_1","Kyoto","京都府","JPN.22.24_1","Wazuka",NA,"和束町","Machi","Town",NA,NA
"184430","JPN","Japan","JPN.22_1","Kyoto","京都府","JPN.22.25_1","Yawata",NA,"八幡市","Shi","City",NA,"JP.KY.YW"
"183921","JPN","Japan","JPN.22_1","Kyoto","京都府","JPN.22.26_1","Yosano",NA,"与謝野町","Machi","Town",NA,NA
"184329","JPN","Japan","JPN.23_1","Mie","三重県","JPN.23.1_1","Asahi",NA,"朝日町","Machi","Town",NA,NA
"184426","JPN","Japan","JPN.23_1","Mie","三重県","JPN.23.2_1","Iga",NA,"伊賀市","Shi","City",NA,NA
"184181","JPN","Japan","JPN.23_1","Mie","三重県","JPN.23.3_1","Inabe",NA,"いなべ市","Shi","City",NA,"JP.ME.IN"
"184634","JPN","Japan","JPN.23_1","Mie","三重県","JPN.23.4_1","Ise",NA,"伊勢市","Shi","City",NA,"JP.ME.IS"
"184370","JPN","Japan","JPN.23_1","Mie","三重県","JPN.23.5_1","Kameyama",NA,"亀山市","Shi","City",NA,"JP.ME.KY"
"184330","JPN","Japan","JPN.23_1","Mie","三重県","JPN.23.6_1","Kawagoe",NA,"川越町","Machi","Town",NA,NA
"184952","JPN","Japan","JPN.23_1","Mie","三重県","JPN.23.7_1","Kihō",NA,"紀宝町","Machi","Town",NA,NA
"184782","JPN","Japan","JPN.23_1","Mie","三重県","JPN.23.8_1","Kihoku",NA,"紀北町","Machi","Town",NA,NA
"184291","JPN","Japan","JPN.23_1","Mie","三重県","JPN.23.9_1","Komono",NA,"菰野町","Machi","Town",NA,NA
"184871","JPN","Japan","JPN.23_1","Mie","三重県","JPN.23.10_1","Kumano",NA,"熊野市","Shi","City",NA,NA
"184242","JPN","Japan","JPN.23_1","Mie","三重県","JPN.23.11_1","Kuwana",NA,"桑名市","Shi","City",NA,"JP.ME.KG"
"184565","JPN","Japan","JPN.23_1","Mie","三重県","JPN.23.12_1","Matsusaka",NA,"松阪市","Shi","City",NA,"JP.ME.MT"
"184600","JPN","Japan","JPN.23_1","Mie","三重県","JPN.23.13_1","Meiwa",NA,"明和町","Machi","Town",NA,NA
"184927","JPN","Japan","JPN.23_1","Mie","三重県","JPN.23.14_1","Mihama",NA,"御浜町","Machi","Town",NA,NA
"184711","JPN","Japan","JPN.23_1","Mie","三重県","JPN.23.15_1","Minamiise",NA,"南伊勢町","Machi","Town",NA,NA
"184560","JPN","Japan","JPN.23_1","Mie","三重県","JPN.23.16_1","Nabari",NA,"名張市","Shi","City",NA,"JP.ME.NB"
"184675","JPN","Japan","JPN.23_1","Mie","三重県","JPN.23.17_1","Ōdai",NA,"大台町","Mura","Village",NA,NA
"184861","JPN","Japan","JPN.23_1","Mie","三重県","JPN.23.18_1","Owase",NA,"尾鷲市","Shi","City",NA,"JP.ME.OW"
"184766","JPN","Japan","JPN.23_1","Mie","三重県","JPN.23.19_1","Shima",NA,"志摩市","Shi","City",NA,"JP.ME.SH"
"184357","JPN","Japan","JPN.23_1","Mie","三重県","JPN.23.20_1","Suzuka",NA,"鈴鹿市","Shi","City",NA,"JP.ME.SG"
"184812","JPN","Japan","JPN.23_1","Mie","三重県","JPN.23.21_1","Taiki",NA,"大紀町","Machi","Town",NA,NA
"184647","JPN","Japan","JPN.23_1","Mie","三重県","JPN.23.22_1","Taki",NA,"多気町","Mura","Village",NA,"JP.ME.TK"
"184648","JPN","Japan","JPN.23_1","Mie","三重県","JPN.23.23_1","Tamaki",NA,"玉城町","Machi","Town",NA,NA
"184631","JPN","Japan","JPN.23_1","Mie","三重県","JPN.23.24_1","Toba",NA,"鳥羽市","Shi","City",NA,"JP.ME.TB"
"184277","JPN","Japan","JPN.23_1","Mie","三重県","JPN.23.25_1","Tōin",NA,"東員町","Machi","Town",NA,NA
"184457","JPN","Japan","JPN.23_1","Mie","三重県","JPN.23.26_1","Tsu",NA,"津市","Shi","City",NA,"JP.ME.TS"
"184680","JPN","Japan","JPN.23_1","Mie","三重県","JPN.23.27_1","Watarai",NA,"度会町","Machi","Town",NA,"JP.ME.WT"
"184352","JPN","Japan","JPN.23_1","Mie","三重県","JPN.23.28_1","Yokkaichi",NA,"四日市市","Shi","City",NA,"JP.ME.YK"
"182603","JPN","Japan","JPN.24_1","Miyagi","宮城県","JPN.24.1_1","Higashimatsushima",NA,"東松島市","Shi","City",NA,NA
"182599","JPN","Japan","JPN.24_1","Miyagi","宮城県","JPN.24.2_1","Ishinomaki",NA,"石巻市","Shi","City",NA,"JP.MG.IS"
"182679","JPN","Japan","JPN.24_1","Miyagi","宮城県","JPN.24.3_1","Iwanuma",NA,"岩沼市","Shi","City",NA,"JP.MG.IW"
"182710","JPN","Japan","JPN.24_1","Miyagi","宮城県","JPN.24.4_1","Kakuda",NA,"角田市","Shi","City",NA,"JP.MG.KK"
"182460","JPN","Japan","JPN.24_1","Miyagi","宮城県","JPN.24.5_1","Kami Town",NA,"加美町","Machi","Town",NA,NA
"182632","JPN","Japan","JPN.24_1","Miyagi","宮城県","JPN.24.6_1","Kawasaki",NA,"川崎町","Machi","Town",NA,NA
"182370","JPN","Japan","JPN.24_1","Miyagi","宮城県","JPN.24.7_1","Kesennuma",NA,"気仙沼市","Shi","City",NA,"JP.MG.KS"
"182382","JPN","Japan","JPN.24_1","Miyagi","宮城県","JPN.24.8_1","Kurihara",NA,"栗原市","Shi","City",NA,"JP.MG.KH"
"182753","JPN","Japan","JPN.24_1","Miyagi","宮城県","JPN.24.9_1","Marumori",NA,"丸森町","Machi","Town",NA,NA
"182566","JPN","Japan","JPN.24_1","Miyagi","宮城県","JPN.24.10_1","Matsushima",NA,"松島町","Machi","Town",NA,NA
"182476","JPN","Japan","JPN.24_1","Miyagi","宮城県","JPN.24.11_1","Minamisanriku",NA,"南三陸町","Machi","Town",NA,NA
"182500","JPN","Japan","JPN.24_1","Miyagi","宮城県","JPN.24.12_1","Misato",NA,"美里町","Machi","Town",NA,NA
"182414","JPN","Japan","JPN.24_1","Miyagi","宮城県","JPN.24.13_1","Motoyoshi",NA,"本吉町","Machi","Town",NA,"JP.MG.MT"
"182665","JPN","Japan","JPN.24_1","Miyagi","宮城県","JPN.24.14_1","Murata",NA,"村田町","Machi","Town",NA,NA
"182653","JPN","Japan","JPN.24_1","Miyagi","宮城県","JPN.24.15_1","Natori",NA,"名取市","Shi","City",NA,"JP.MG.NT"
"182713","JPN","Japan","JPN.24_1","Miyagi","宮城県","JPN.24.16_1","Ōgawara",NA,"大河原町","Machi","Town",NA,NA
"182536","JPN","Japan","JPN.24_1","Miyagi","宮城県","JPN.24.17_1","Ōhira",NA,"大衡村","Machi","Town",NA,NA
"182560","JPN","Japan","JPN.24_1","Miyagi","宮城県","JPN.24.18_1","Onagawa",NA,"女川町","Machi","Town",NA,NA
"182399","JPN","Japan","JPN.24_1","Miyagi","宮城県","JPN.24.19_1","Ōsaki",NA,"大崎市","Shi","City",NA,NA
"182540","JPN","Japan","JPN.24_1","Miyagi","宮城県","JPN.24.20_1","Ōsato",NA,"大郷町","Machi","Town",NA,NA
"182593","JPN","Japan","JPN.24_1","Miyagi","宮城県","JPN.24.21_1","Rifu",NA,"利府町","Machi","Town",NA,NA
"182567","JPN","Japan","JPN.24_1","Miyagi","宮城県","JPN.24.22_1","Sendai",NA,"仙台市","Shi","City",NA,NA
"182687","JPN","Japan","JPN.24_1","Miyagi","宮城県","JPN.24.23_1","Shibata",NA,"柴田町","Machi","Town",NA,"JP.MG.SB"
"182613","JPN","Japan","JPN.24_1","Miyagi","宮城県","JPN.24.24_1","Shichigahama",NA,"七ヶ浜町","Machi","Town",NA,NA
"182685","JPN","Japan","JPN.24_1","Miyagi","宮城県","JPN.24.25_1","Shichikashuku",NA,"七ヶ宿町","Machi","Town",NA,NA
"182513","JPN","Japan","JPN.24_1","Miyagi","宮城県","JPN.24.26_1","Shikama",NA,"色麻町","Machi","Town",NA,NA
"182608","JPN","Japan","JPN.24_1","Miyagi","宮城県","JPN.24.27_1","Shiogama",NA,"塩竈市","Shi","City",NA,"JP.MG.SO"
"182700","JPN","Japan","JPN.24_1","Miyagi","宮城県","JPN.24.28_1","Shiroishi",NA,"白石市","Shi","City",NA,"JP.MG.SR"
"182617","JPN","Japan","JPN.24_1","Miyagi","宮城県","JPN.24.29_1","Tagajō",NA,"多賀城市","Shi","City",NA,NA
"182548","JPN","Japan","JPN.24_1","Miyagi","宮城県","JPN.24.30_1","Taiwa",NA,"大和町","Machi","Town",NA,NA
"182423","JPN","Japan","JPN.24_1","Miyagi","宮城県","JPN.24.31_1","Tome",NA,"登米市","Shi","City",NA,"JP.MG.TM"
"182572","JPN","Japan","JPN.24_1","Miyagi","宮城県","JPN.24.32_1","Tomiya",NA,"富谷町","Machi","Town",NA,NA
"182496","JPN","Japan","JPN.24_1","Miyagi","宮城県","JPN.24.33_1","Wakuya",NA,"涌谷町","Machi","Town",NA,NA
"182729","JPN","Japan","JPN.24_1","Miyagi","宮城県","JPN.24.34_1","Watari",NA,"亘理町","Machi","Town",NA,"JP.MG.WT"
"182745","JPN","Japan","JPN.24_1","Miyagi","宮城県","JPN.24.35_1","Yamamoto",NA,"山元町","Machi","Town",NA,NA
"182678","JPN","Japan","JPN.24_1","Miyagi","宮城県","JPN.24.36_1","Zaō",NA,"蔵王町","Machi","Town",NA,NA
"185497","JPN","Japan","JPN.25_1","Miyazaki","宮崎県","JPN.25.1_1","Aya",NA,"綾町","Machi","Town",NA,NA
"185496","JPN","Japan","JPN.25_1","Miyazaki","宮崎県","JPN.25.2_1","Ebino",NA,"えびの市","Shi","City",NA,"JP.MZ.EB"
"185345","JPN","Japan","JPN.25_1","Miyazaki","宮崎県","JPN.25.3_1","Gokase",NA,"五ヶ瀬町","Machi","Town",NA,NA
"185326","JPN","Japan","JPN.25_1","Miyazaki","宮崎県","JPN.25.4_1","Hinokage",NA,"日之影町","Machi","Town",NA,NA
"185419","JPN","Japan","JPN.25_1","Miyazaki","宮崎県","JPN.25.5_1","Hyūga",NA,"日向市","Shi","City",NA,NA
"185420","JPN","Japan","JPN.25_1","Miyazaki","宮崎県","JPN.25.6_1","Kadogawa",NA,"門川町","Machi","Town",NA,NA
"185467","JPN","Japan","JPN.25_1","Miyazaki","宮崎県","JPN.25.7_1","Kawaminami",NA,"川南町","Machi","Town",NA,NA
"185446","JPN","Japan","JPN.25_1","Miyazaki","宮崎県","JPN.25.8_1","Kijō",NA,"木城町","Machi","Town",NA,NA
"185591","JPN","Japan","JPN.25_1","Miyazaki","宮崎県","JPN.25.9_1","Kitagō",NA,"北郷町","Machi","Town",NA,NA
"185558","JPN","Japan","JPN.25_1","Miyazaki","宮崎県","JPN.25.10_1","Kiyotake",NA,"清武町","Machi","Town",NA,NA
"185485","JPN","Japan","JPN.25_1","Miyazaki","宮崎県","JPN.25.11_1","Kobayashi",NA,"小林市","Shi","City",NA,"JP.MZ.KB"
"185498","JPN","Japan","JPN.25_1","Miyazaki","宮崎県","JPN.25.12_1","Kunitomi",NA,"国富町","Machi","Town",NA,NA
"185665","JPN","Japan","JPN.25_1","Miyazaki","宮崎県","JPN.25.13_1","Kushima",NA,"串間市","Shi","City",NA,"JP.MZ.KS"
"185584","JPN","Japan","JPN.25_1","Miyazaki","宮崎県","JPN.25.14_1","Mimata",NA,"三股町","Machi","Town",NA,NA
"185400","JPN","Japan","JPN.25_1","Miyazaki","宮崎県","JPN.25.15_1","Misato",NA,"美郷町","Machi","Town",NA,NA
"185544","JPN","Japan","JPN.25_1","Miyazaki","宮崎県","JPN.25.16_1","Miyakonojō",NA,"都城市","Shi","City",NA,NA
"185521","JPN","Japan","JPN.25_1","Miyazaki","宮崎県","JPN.25.17_1","Miyazaki",NA,"宮崎市","Shi","City",NA,"JP.MZ.MG"
"185376","JPN","Japan","JPN.25_1","Miyazaki","宮崎県","JPN.25.18_1","Morotsuka",NA,"諸塚村","Mura","Village",NA,NA
"185651","JPN","Japan","JPN.25_1","Miyazaki","宮崎県","JPN.25.19_1","Nangō",NA,"南郷町","Machi","Town",NA,NA
"185596","JPN","Japan","JPN.25_1","Miyazaki","宮崎県","JPN.25.20_1","Nichinan",NA,"日南市","Shi","City",NA,"JP.MZ.NC"
"185450","JPN","Japan","JPN.25_1","Miyazaki","宮崎県","JPN.25.21_1","Nishimera",NA,"西米良村","Machi","Town",NA,NA
"185327","JPN","Japan","JPN.25_1","Miyazaki","宮崎県","JPN.25.22_1","Nobeoka",NA,"延岡市","Shi","City",NA,"JP.MZ.NB"
"185533","JPN","Japan","JPN.25_1","Miyazaki","宮崎県","JPN.25.23_1","Nojiri",NA,"野尻町","Machi","Town",NA,NA
"185443","JPN","Japan","JPN.25_1","Miyazaki","宮崎県","JPN.25.24_1","Saito",NA,"西都市","Shi","City",NA,"JP.MZ.ST"
"185392","JPN","Japan","JPN.25_1","Miyazaki","宮崎県","JPN.25.25_1","Shība",NA,"椎葉村","Mura","Village",NA,NA
"185500","JPN","Japan","JPN.25_1","Miyazaki","宮崎県","JPN.25.26_1","Shintomi",NA,"新富町","Machi","Town",NA,NA
"185328","JPN","Japan","JPN.25_1","Miyazaki","宮崎県","JPN.25.27_1","Takachiho",NA,"高千穂町","Machi","Town",NA,NA
"185539","JPN","Japan","JPN.25_1","Miyazaki","宮崎県","JPN.25.28_1","Takaharu",NA,"高原町","Machi","Town",NA,NA
"185487","JPN","Japan","JPN.25_1","Miyazaki","宮崎県","JPN.25.29_1","Takanabe",NA,"高鍋町","Machi","Town",NA,NA
"185449","JPN","Japan","JPN.25_1","Miyazaki","宮崎県","JPN.25.30_1","Tsuno",NA,"都農町","Machi","Town",NA,NA
"183980","JPN","Japan","JPN.26_1","Nagano","長野県","JPN.26.1_1","Achi",NA,"阿智村","Mura","Village",NA,NA
"183757","JPN","Japan","JPN.26_1","Nagano","長野県","JPN.26.2_1","Agematsu",NA,"上松町","Machi","Town",NA,NA
"184088","JPN","Japan","JPN.26_1","Nagano","長野県","JPN.26.3_1","Anan",NA,"阿南町","Machi","Town",NA,NA
"183431","JPN","Japan","JPN.26_1","Nagano","長野県","JPN.26.4_1","Aoki",NA,"青木村","Mura","Village",NA,NA
"183557","JPN","Japan","JPN.26_1","Nagano","長野県","JPN.26.5_1","Asahi",NA,"朝日村","Machi","Town",NA,NA
"183423","JPN","Japan","JPN.26_1","Nagano","長野県","JPN.26.6_1","Azumino",NA,"安曇野市","Shi","City",NA,NA
"183394","JPN","Japan","JPN.26_1","Nagano","長野県","JPN.26.7_1","Chikuhoku",NA,"筑北村","Mura","Village",NA,NA
"183359","JPN","Japan","JPN.26_1","Nagano","長野県","JPN.26.8_1","Chikuma",NA,"千曲市","Shi","City",NA,NA
"183580","JPN","Japan","JPN.26_1","Nagano","長野県","JPN.26.9_1","Chino",NA,"茅野市","Shi","City",NA,"JP.NN.CN"
"183664","JPN","Japan","JPN.26_1","Nagano","長野県","JPN.26.10_1","Fujimi",NA,"富士見町","Machi","Town",NA,NA
"183271","JPN","Japan","JPN.26_1","Nagano","長野県","JPN.26.11_1","Hakuba",NA,"白馬村","Mura","Village",NA,NA
"183654","JPN","Japan","JPN.26_1","Nagano","長野県","JPN.26.12_1","Hara",NA,"原村","Mura","Village",NA,NA
"183521","JPN","Japan","JPN.26_1","Nagano","長野県","JPN.26.13_1","Hata",NA,"波田町","Machi","Town",NA,NA
"184074","JPN","Japan","JPN.26_1","Nagano","長野県","JPN.26.14_1","Hiraya",NA,"平谷村","Mura","Village",NA,NA
"183894","JPN","Japan","JPN.26_1","Nagano","長野県","JPN.26.15_1","Iida",NA,"飯田市","Shi","City",NA,"JP.NN.ID"
"183848","JPN","Japan","JPN.26_1","Nagano","長野県","JPN.26.16_1","Iijima",NA,"飯島町","Machi","Town",NA,NA
"183174","JPN","Japan","JPN.26_1","Nagano","長野県","JPN.26.17_1","Iiyama",NA,"飯山市","Shi","City",NA,"JP.NN.IM"
"183247","JPN","Japan","JPN.26_1","Nagano","長野県","JPN.26.18_1","Iizuna",NA,"飯綱","Machi","Town",NA,NA
"183395","JPN","Japan","JPN.26_1","Nagano","長野県","JPN.26.19_1","Ikeda",NA,"池田町","Machi","Town",NA,NA
"183397","JPN","Japan","JPN.26_1","Nagano","長野県","JPN.26.20_1","Ikusaka",NA,"生坂村","Mura","Village",NA,NA
"183661","JPN","Japan","JPN.26_1","Nagano","長野県","JPN.26.21_1","Ina",NA,"伊那市","Shi","City",NA,"JP.NN.IN"
"183420","JPN","Japan","JPN.26_1","Nagano","長野県","JPN.26.22_1","Karuizawa",NA,"軽井沢町","Machi","Town",NA,NA
"183651","JPN","Japan","JPN.26_1","Nagano","長野県","JPN.26.23_1","Kawakami",NA,"川上村","Mura","Village",NA,NA
"183229","JPN","Japan","JPN.26_1","Nagano","長野県","JPN.26.24_1","Kijimadaira",NA,"木島平村","Mura","Village",NA,NA
"183636","JPN","Japan","JPN.26_1","Nagano","長野県","JPN.26.25_1","Kiso",NA,"木曽町","Machi","Town",NA,"JP.NN.KS"
"183600","JPN","Japan","JPN.26_1","Nagano","長野県","JPN.26.26_1","Kiso Village",NA,"木曽町","Mura","Village",NA,"JP.NN.KS"
"183590","JPN","Japan","JPN.26_1","Nagano","長野県","JPN.26.27_1","Kitaaiki",NA,"北相木村","Mura","Village",NA,NA
"183796","JPN","Japan","JPN.26_1","Nagano","長野県","JPN.26.28_1","Komagane",NA,"駒ヶ根市","Shi","City",NA,"JP.NN.KG"
"183421","JPN","Japan","JPN.26_1","Nagano","長野県","JPN.26.29_1","Komoro",NA,"小諸市","Shi","City",NA,"JP.NN.KR"
